"year","stnno","RegArea","avg_temp","avg_oxy","avg_chloro","avg_salin","annual_landings"
2009,1001,"2A",9.19781170883117,4.53752467538961,0.256896106012987,33.1991364612987,222
2009,1002,"2A",8.76736704926582,3.71422608596203,0.260551900329114,33.5253837198734,222
2009,1003,"2A",9.45561027529487,4.35312283958974,0.42249487075641,33.3337846908974,222
2009,1004,"2A",9.54116060474157,4.42511729710112,0.642911236707865,33.3480471064045,222
2009,1005,"2A",8.98461022326496,3.92339452309402,0.297518804606838,33.4801862993162,222
2009,1006,"2A",9.62860159031148,4.24218804721311,0.972208194245902,33.5210935868852,222
2009,1007,"2A",8.45578165600633,3.96283772022152,0.136881645518987,33.4175627744304,222
2009,1008,"2A",9.3373948758983,4.06228371794915,0.972888138135593,33.5539405949153,222
2009,1009,"2A",9.46564668031111,4.54165202242222,0.6025733334,33.3971290591111,222
2009,1010,"2A",9.25214718871698,3.82699489145283,0.407509432509434,33.6176356911321,222
2009,1011,"2A",8.49593284949254,3.18959941083582,0.24054029880597,33.7419845808955,222
2009,1013,"2A",8.69305666778761,4.25357246613274,0.265128319212389,33.1488852713274,222
2009,1014,"2A",9.05335387469231,4.11697739453846,0.506359999323077,33.2752954335385,222
2009,1015,"2A",8.67536091474657,4.1678842534726,0.177417122760274,33.3508260281507,222
2009,1016,"2A",8.83190935351765,3.86820188971765,0.153740000447059,33.2937529169412,222
2009,1017,"2A",8.54971416503774,3.94665311418868,0.202035849707547,33.2742610430189,222
2009,1019,"2A",8.72612741845098,4.08948666905882,1.332894112,33.034878374902,222
2009,1020,"2A",8.92316401150667,3.94296269738667,0.25439600024,33.1643239852,222
2009,1022,"2A",10.3151286,4.74708996514286,0.799271443142857,33.4735423485714,222
2009,1023,"2A",8.70906448353333,3.92917891613333,0.507266668177778,33.0946264475556,222
2009,1024,"2A",8.79428487827273,4.42396482187879,0.290730304318182,32.8706150636364,222
2009,1027,"2A",8.49087777401389,4.04816889102778,0.233765277513889,33.0271817847222,222
2009,1028,"2A",7.64619225738462,2.66618383846154,1.026653856,33.4085919307692,222
2009,1029,"2A",8.83194900901887,4.23161979892453,0.616543396886792,33.1708325084906,222
2009,1030,"2A",7.68094543963636,2.457496383,0.504654547,33.4041727227273,222
2009,1031,"2A",8.15935343351163,3.71100442904651,0.349565117883721,32.9996096588372,222
2009,1032,"2A",8.09376913222222,4.08805245820988,0.253019753074074,32.9146851906173,222
2009,1033,"2A",8.38548548008064,3.70175038807258,0.234387098370968,33.2320884887903,222
2009,1034,"2A",7.551943779125,2.368392542125,0.565725002,33.4074623575,222
2009,1035,"2A",7.99662625203279,3.70945164018033,0.347139345360656,33.0707013488525,222
2009,1036,"2A",8.05920968519355,4.3599540828172,0.226217204483871,32.9070654430108,222
2009,1037,"2A",7.72268979971795,2.65653182307692,0.441592306051282,33.2011512369231,222
2009,1038,"2A",7.98908587049412,4.03332494564706,0.208796470494118,32.9738011075294,222
2009,1039,"2A",8.26320099832353,4.48532253621569,0.181837255245098,32.9727430531373,222
2009,1040,"2A",7.543670229,2.99892673621622,0.222591895891892,33.0699973227027,222
2009,1041,"2A",7.93809263843158,4.24402861595789,0.282008420021053,32.9324914630526,222
2009,1042,"2A",8.42608794682759,3.16695016413793,0.485615522431034,32.9424260236207,222
2009,1043,"2A",7.87647643931765,4.1035980168,0.276869409541176,32.9418001963529,222
2009,1044,"2A",8.56789699071,4.82083551169,0.15831100036,32.8642177961,222
2009,1045,"2A",7.99851134663636,2.85305839227273,0.311718184477273,32.9973435831818,222
2009,1046,"2A",7.78783257063953,4.08688185103488,0.276863952104651,32.9468835339535,222
2009,1047,"2A",8.18670549517582,4.81886997589011,0.208932966857143,32.7303055149451,222
2009,1048,"2A",8.81266161130769,2.65120541142308,0.516426912576923,32.7860459542308,222
2009,1049,"2A",7.75446553889655,3.94441102284483,0.353715517568966,32.8643847493103,222
2009,1050,"2A",7.88672438493902,4.47544781751219,0.171579268170732,32.8907756340244,222
2009,1051,"2A",8.04385711114286,2.5822971412,0.169254282657143,33.0728169574286,222
2009,1052,"2A",8.7399444757037,2.6591873962963,0.457081484074074,32.8225741207407,222
2009,1053,"2A",7.86325212226596,4.33125798242553,0.269811702212766,32.9636180148936,222
2009,1054,"2A",7.94604441852778,2.71356750855556,0.262830555194444,33.1506055194444,222
2009,1055,"2A",8.39297879827273,2.61499939542424,0.254730301757576,32.9920850806061,222
2009,1056,"2A",7.73299126016505,4.24025387431068,0.283396115485437,32.9588018621359,222
2009,1057,"2A",7.85066225576531,4.22569407986735,0.306400002826531,33.0424212630612,222
2009,1058,"2A",8.50462079045833,2.84252830345833,0.5792666655,32.8206456504167,222
2009,1059,"2A",8.518288002,2.90900157932,0.95696399456,32.8225881964,222
2009,1060,"2A",8.84200522852632,2.99020837484211,0.839747377,32.8688105531579,222
2009,1061,"2A",7.84000298531343,3.78760612541791,0.286016417567164,32.9041343801493,222
2009,1062,"2A",9.82599236369231,2.86842001415385,0.959530779923077,32.63423817,222
2009,1063,"2A",7.65909729789189,3.172254324,0.456589185243243,32.9278403624324,222
2009,1065,"2A",8.7980562746875,2.784656256375,0.6216750090625,32.920287848125,222
2009,1066,"2A",8.05830802932,2.81731560716,1.01840400224,32.9036202232,222
2009,1068,"2A",9.84844545854545,3.43708723245455,0.642009079363636,32.7129634509091,222
2009,1069,"2A",7.99404653290698,3.71275163248837,0.438409303139535,32.7520930272093,222
2009,1070,"2A",7.75464999122727,4.52234408531818,0.287762501136364,32.8511283611364,222
2009,1071,"2A",7.48734693140816,3.1727806062449,0.307879590836735,33.018614165102,222
2009,1072,"2A",7.46223449166667,4.04125851324138,0.199666667793103,33.0805575048276,222
2009,1073,"2A",7.83417329793333,2.651082007,0.431880004266667,33.0648737586667,222
2009,1074,"2A",8.04244996568182,3.94951515484849,0.349068182363636,32.8256364306061,222
2009,1075,"2A",8.78107502495,3.8410284996,0.59475250035,32.79222726775,222
2009,1076,"2A",7.54219110545161,4.38862351834677,0.164698386975806,33.0366896354032,222
2009,1077,"2A",9.64502305261538,4.20219305853846,0.929538447153846,32.7078769392308,222
2009,1078,"2A",7.60343763147525,4.18296343738614,0.166391088891089,33.1479485391089,222
2009,1079,"2A",7.75656865416949,4.26780838884746,0.120568642728814,33.0348543391525,222
2009,1080,"2A",8.949129143875,3.83567251758333,0.725312496916667,32.73610019625,222
2009,1081,"2A",8.31586973633962,4.12670908790566,0.519224529188679,32.7591017237736,222
2009,1082,"2A",7.23739583622222,3.12086583181944,0.117099999138889,33.3329989116667,222
2009,1083,"2A",7.70327838271171,3.90731586204505,0.105794594657658,33.1659396746847,222
2009,1084,"2A",8.206793324,2.67914898396667,0.835099996766667,32.981123098,222
2009,1501,"2A",7.93418497245,3.78616816595,0.312326662866667,32.8178502405,222
2009,1504,"2A",10.1557714939286,3.34510861114286,0.873257144285714,32.79022135,222
2009,1505,"2A",7.83687866864,3.55945214277333,0.323798666573333,32.9847867838667,222
2009,1511,"2A",7.86157000582,3.81222381118,0.38749999784,32.8634042358,222
2009,1512,"2A",8.52870177373214,4.244034814,0.714264286392857,32.6567536764286,222
2009,1513,"2A",7.79419786368085,3.56035063117021,0.368746807957447,32.8199234010638,222
2009,1514,"2A",7.86145207667123,3.26114807390411,0.508339724383562,32.9631781380822,222
2009,1515,"2A",7.59060771180769,3.64570942298077,0.198568267923077,33.1975498566346,222
2009,1516,"2A",7.52049772848864,4.31537901273864,0.191536364329545,33.0202453786364,222
2009,1526,"2A",7.64109638135135,4.50497281018919,0.174370270495495,32.966468605045,222
2009,1527,"2A",7.17359230548352,3.30419393947253,0.12408681310989,33.1988033252747,222
2009,1528,"2A",7.39103571344286,3.8585662876,0.199038569,32.9595442635714,222
2009,1529,"2A",7.31253205814103,3.87615730826923,0.0829923079102564,33.1179844784615,222
2009,1530,"2A",7.4690320206,2.86147680278,0.25436000338,32.972862244,222
2009,1532,"2A",7.88414736818421,3.71962579297368,0.431142103815789,32.8543474294737,222
2009,1533,"2A",7.84298130029333,3.44200531328,0.338842663986667,33.0584638973333,222
2009,1534,"2A",7.63727091627907,3.49032373203488,0.171856975930233,33.165072152907,222
2009,2001,"2B",8.0154712445977,4.40514057526437,0.278409194827586,32.6848644387356,3012
2009,2002,"2B",7.49237929087857,4.10273193292857,0.2154028566,33.1196193153571,3012
2009,2003,"2B",8.36624232330769,3.98378101371795,0.38710256325641,32.3157639135897,3012
2009,2004,"2B",8.44400831048611,3.96067760388889,0.350515275930556,32.3795572119444,3012
2009,2005,"2B",8.98671372310959,4.94602000550685,0.390141098027397,32.1911589216438,3012
2009,2006,"2B",7.51100640939716,3.86822624580142,0.210780850964539,33.1710319786525,3012
2009,2009,"2B",7.74575118792857,3.14967391889286,0.11530238027381,32.7913810871429,3012
2009,2019,"2B",8.47315917921127,4.82345602883099,0.503295774042253,32.4856126543662,3012
2009,2023,"2B",8.3383437394375,3.96763816475,0.86349375175,32.34358739875,3012
2009,2077,"2B",7.89702794348649,4.47237928494595,0.403095495243243,32.6777116927027,3012
2009,2087,"2B",7.58955228411111,3.96196163556863,0.321341829673203,33.0048927981699,3012
2009,2089,"2B",7.84899613676923,4.55230969648462,0.308842307376923,32.713153751,3012
2009,2117,"2B",8.25136907785526,4.66862801503289,0.303651973894737,32.6310342484868,3012
2009,2121,"2B",7.2409736244,4.15806127893636,0.179583637409091,32.6433253726364,3012
2009,2122,"2B",7.68050210127273,4.46675139374126,0.199523777055944,32.4979797037063,3012
2009,2129,"2B",8.62484497257971,5.56341825710145,0.50131159526087,32.2614770969565,3012
2009,2130,"2B",7.58178194277835,4.64168037335052,0.179445361025773,32.6193395593299,3012
2009,2131,"2B",8.16663887786667,5.25873176253333,0.487462224033333,32.1864733805556,3012
2009,2132,"2B",7.66044096834426,4.99947245393443,0.268898363557377,32.2413867895082,3012
2009,2133,"2B",7.74547996960909,4.95587863053636,0.506315459409091,32.3317043649091,3012
2009,2134,"2B",9.76074232484615,5.81700054498077,0.707763460923077,31.8802501240385,3012
2009,2135,"2B",7.81290973215278,4.72168766125694,0.393697914034722,32.5847408769444,3012
2009,2136,"2B",7.89700602063,4.75888179065,0.37801799811,32.2265009492,3012
2009,2138,"2B",7.68042857317533,4.32994202979221,0.39548701361039,32.5635889103896,3012
2009,2139,"2B",8.50586608901786,4.93205130526786,0.519707145223214,32.0514571499107,3012
2009,2140,"2B",8.23673738793043,4.71838488576522,0.322502606713043,32.0828427021739,3012
2009,2142,"2B",8.086346412472,4.53567143632,0.326188801032,32.17930885296,3012
2009,2143,"2B",7.16365629128148,4.7687829635037,0.324342963533333,32.8824347318519,3012
2009,2144,"2B",7.49379470271154,4.67563499852885,0.272659615019231,32.9614602417788,3012
2009,2145,"2B",8.86359469414894,5.25292235743617,0.433456381861702,31.7595105881915,3012
2009,2146,"2B",7.29353648275,4.94959560114189,0.311920946006757,32.8201378486486,3012
2009,2147,"2B",8.56041457443636,4.81224161929091,0.320294546818182,31.8686489798182,3012
2009,2148,"2B",9.96539548253333,5.75828089184444,0.8168955592,31.5804220835556,3012
2009,2149,"2B",7.32156362406294,5.17373753595105,0.427209090734266,32.7600341876224,3012
2009,2150,"2B",7.80963498355,4.4839212745125,0.4557275023125,32.214851212125,3012
2009,2151,"2B",7.9462949751875,5.6026327431375,0.4074850007125,32.6190413955,3012
2009,2152,"2B",7.92671355559322,4.33027747935593,0.307467794186441,31.8119354564407,3012
2009,2153,"2B",8.10399881236471,4.51778941716471,0.453364704623529,31.9481058457647,3012
2009,2154,"2B",7.79681016375362,4.35126694737681,0.274898551623188,32.3270361256522,3012
2009,2155,"2B",7.46413767852174,4.20559040710145,0.263498550043478,32.410737493913,3012
2009,2156,"2B",9.07350453470455,5.99918978859091,1.27212727068182,32.4189499072727,3012
2009,2157,"2B",6.37352168032512,4.7909411174335,0.121787684059113,32.9246353941379,3012
2009,2160,"2B",9.7504350664,5.36962103845,0.6479749963,31.1289999005,3012
2009,2161,"2B",7.59741619493243,4.57064917604054,0.302320271040541,32.179366137973,3012
2009,2162,"2B",7.01061984853175,3.96634500365079,0.321682539333333,32.6151470909524,3012
2009,2163,"2B",6.43088029904327,3.50327649141346,0.166899519149038,32.9788216169712,3012
2009,2164,"2B",6.92622041939267,3.90117649009424,0.285872775534031,32.700143534555,3012
2009,2165,"2B",6.82477932703846,3.78002884752404,0.1929552875,32.9142793691346,3012
2009,2166,"2B",6.55629661585507,4.24476222596135,0.126806281173913,33.0363139,3012
2009,2167,"2B",6.79441260830583,4.74088300549515,0.264208252834951,32.9149957119903,3012
2009,2168,"2B",7.31745832808824,5.09525954960294,0.367848041720588,32.8252792730882,3012
